station_pincode,station_zone,city,state
486993,CENTRAL,Ranchi,Madhya Pradesh
486995,EAST,Jalandhar,Maharashtra
486997,WEST,Tiruchirappalli,Manipur
486999,SOUTH,Bhubaneswar,Meghalaya
487001,NORTH,Salem,Mizoram
487003,CENTRAL,Mysore,Nagaland
487005,EAST,Thiruvananthapuram,Odisha
487007,WEST,Tiruppur,Punjab
487009,SOUTH,Gwalior,Rajasthan
487011,NORTH,Chandrapur,Sikkim
487013,CENTRAL,Mumbai,Tamil Nadu
487015,EAST,Delhi,Telangana
487017,WEST,Bangalore,Tripura
487019,SOUTH,Hyderabad,Uttar Pradesh
487021,NORTH,Ahmedabad,Uttarakhand
487023,CENTRAL,Chennai,West Bengal
487025,EAST,Kolkata,Andaman and Nicobar Islands
487027,WEST,Surat,Chandigarh
487029,SOUTH,Pune,Dadra and Nagar Haveli and Daman and Diu
487031,NORTH,Jaipur,Lakshadweep
487033,CENTRAL,Lucknow,Delhi
487035,EAST,Kanpur,Puducherry
487037,WEST,Nagpur,Ladakh
487039,SOUTH,Indore,Jammu and Kashmir
487041,NORTH,Thane,Maharashtra
487043,CENTRAL,Bhopal,Delhi
487045,EAST,Visakhapatnam,Karnataka
487047,WEST,Vadodara,Andhra Pradesh
487049,SOUTH,Firozabad,Arunachal Pradesh
487051,NORTH,Ludhiana,Assam
487053,CENTRAL,Rajkot,Bihar
487055,EAST,Agra,Chhattisgarh
487057,WEST,Siliguri,Goa
487059,SOUTH,Nashik,Gujarat
487061,NORTH,Faridabad,Haryana
487063,CENTRAL,Patna,Himachal Pradesh
487065,EAST,Meerut,Jharkhand
487067,WEST,Kalyan-Dombivli,Karnataka
487069,SOUTH,Vasai-Virar,Kerala
487071,NORTH,Varanasi,Madhya Pradesh
487073,CENTRAL,Srinagar,Maharashtra
487075,EAST,Dhanbad,Manipur
487077,WEST,Jodhpur,Meghalaya
487079,SOUTH,Amritsar,Mizoram
487081,NORTH,Raipur,Nagaland
487083,CENTRAL,Allahabad,Odisha
487085,EAST,Coimbatore,Punjab
487087,WEST,Jabalpur,Rajasthan
487089,SOUTH,Gwalior,Sikkim
487091,NORTH,Vijayawada,Tamil Nadu
487093,CENTRAL,Madurai,Telangana
487095,EAST,Guwahati,Tripura
487097,WEST,Chandigarh,Uttar Pradesh
487099,SOUTH,Hubli-Dharwad,Uttarakhand
487101,NORTH,Amroha,West Bengal
487103,CENTRAL,Moradabad,Andaman and Nicobar Islands
487105,EAST,Gurgaon,Chandigarh
487107,WEST,Aligarh,Dadra and Nagar Haveli and Daman and Diu
487109,SOUTH,Solapur,Lakshadweep
487111,NORTH,Ranchi,Delhi
487113,CENTRAL,Jalandhar,Puducherry
487115,EAST,Tiruchirappalli,Ladakh
487117,WEST,Bhubaneswar,Jammu and Kashmir
487119,SOUTH,Salem,Maharashtra
487121,NORTH,Mysore,Delhi
487123,CENTRAL,Thiruvananthapuram,Karnataka
487125,EAST,Tiruppur,Andhra Pradesh
487127,WEST,Gwalior,Arunachal Pradesh
487129,SOUTH,Chandrapur,Assam
487131,NORTH,Mumbai,Bihar
487133,CENTRAL,Delhi,Chhattisgarh
487135,EAST,Bangalore,Goa
487137,WEST,Hyderabad,Gujarat
487139,SOUTH,Ahmedabad,Haryana
487141,NORTH,Chennai,Himachal Pradesh
487143,CENTRAL,Kolkata,Jharkhand
487145,EAST,Surat,Karnataka
487147,WEST,Pune,Kerala
487149,SOUTH,Jaipur,Madhya Pradesh
487151,NORTH,Lucknow,Maharashtra
487153,CENTRAL,Kanpur,Manipur
487155,EAST,Nagpur,Meghalaya
487157,WEST,Indore,Mizoram
487159,SOUTH,Thane,Nagaland
487161,NORTH,Bhopal,Odisha
487163,CENTRAL,Visakhapatnam,Punjab
487165,EAST,Vadodara,Rajasthan
487167,WEST,Firozabad,Sikkim
487169,SOUTH,Ludhiana,Tamil Nadu
487171,NORTH,Rajkot,Telangana
487173,CENTRAL,Agra,Tripura
487175,EAST,Siliguri,Uttar Pradesh
487177,WEST,Nashik,Uttarakhand
487179,SOUTH,Faridabad,West Bengal
487181,NORTH,Patna,Andaman and Nicobar Islands
487183,CENTRAL,Meerut,Chandigarh
487185,EAST,Kalyan-Dombivli,Dadra and Nagar Haveli and Daman and Diu
487187,WEST,Vasai-Virar,Lakshadweep
487189,SOUTH,Varanasi,Delhi
487191,NORTH,Srinagar,Puducherry
487193,CENTRAL,Dhanbad,Ladakh
487195,EAST,Jodhpur,Jammu and Kashmir
487197,WEST,Amritsar,Maharashtra
487199,SOUTH,Raipur,Delhi
487201,NORTH,Allahabad,Karnataka
487203,CENTRAL,Coimbatore,Andhra Pradesh
487205,EAST,Jabalpur,Arunachal Pradesh
487207,WEST,Gwalior,Assam
487209,SOUTH,Vijayawada,Bihar
487211,NORTH,Madurai,Chhattisgarh
487213,CENTRAL,Guwahati,Goa
487215,EAST,Chandigarh,Gujarat
487217,WEST,Hubli-Dharwad,Haryana
487219,SOUTH,Amroha,Himachal Pradesh
487221,NORTH,Moradabad,Jharkhand
487223,CENTRAL,Gurgaon,Karnataka
487225,EAST,Aligarh,Kerala
487227,WEST,Solapur,Madhya Pradesh
487229,SOUTH,Ranchi,Maharashtra
487231,NORTH,Jalandhar,Manipur
487233,CENTRAL,Tiruchirappalli,Meghalaya
487235,EAST,Bhubaneswar,Mizoram
487237,WEST,Salem,Nagaland
487239,SOUTH,Mysore,Odisha
487241,NORTH,Thiruvananthapuram,Punjab
487243,CENTRAL,Tiruppur,Rajasthan
487245,EAST,Gwalior,Sikkim
487247,WEST,Chandrapur,Tamil Nadu
487249,SOUTH,Mumbai,Telangana
487251,NORTH,Delhi,Tripura
487253,CENTRAL,Bangalore,Uttar Pradesh
487255,EAST,Hyderabad,Uttarakhand
487257,WEST,Ahmedabad,West Bengal
487259,SOUTH,Chennai,Andaman and Nicobar Islands
487261,NORTH,Kolkata,Chandigarh
487263,CENTRAL,Surat,Dadra and Nagar Haveli and Daman and Diu
487265,EAST,Pune,Lakshadweep
487267,WEST,Jaipur,Delhi
487269,SOUTH,Lucknow,Puducherry
487271,NORTH,Kanpur,Ladakh
487273,CENTRAL,Nagpur,Jammu and Kashmir
487275,EAST,Indore,Maharashtra
487277,WEST,Thane,Delhi
487279,SOUTH,Bhopal,Karnataka
487281,NORTH,Visakhapatnam,Andhra Pradesh
487283,CENTRAL,Vadodara,Arunachal Pradesh
487285,EAST,Firozabad,Assam
487287,WEST,Ludhiana,Bihar
487289,SOUTH,Rajkot,Chhattisgarh
487291,NORTH,Agra,Goa
487293,CENTRAL,Siliguri,Gujarat
487295,EAST,Nashik,Haryana
487297,WEST,Faridabad,Himachal Pradesh
487299,SOUTH,Patna,Jharkhand
487301,NORTH,Meerut,Karnataka
487303,CENTRAL,Kalyan-Dombivli,Kerala
487305,EAST,Vasai-Virar,Madhya Pradesh
487307,WEST,Varanasi,Maharashtra
487309,SOUTH,Srinagar,Manipur
487311,NORTH,Dhanbad,Meghalaya
487313,CENTRAL,Jodhpur,Mizoram
487315,EAST,Amritsar,Nagaland
487317,WEST,Raipur,Odisha
487319,SOUTH,Allahabad,Punjab
487321,NORTH,Coimbatore,Rajasthan
487323,CENTRAL,Jabalpur,Sikkim
487325,EAST,Gwalior,Tamil Nadu
487327,WEST,Vijayawada,Telangana
487329,SOUTH,Madurai,Tripura
487331,NORTH,Guwahati,Uttar Pradesh
487333,CENTRAL,Chandigarh,Uttarakhand
487335,EAST,Hubli-Dharwad,West Bengal
487337,WEST,Amroha,Andaman and Nicobar Islands
487339,SOUTH,Moradabad,Chandigarh
487341,NORTH,Gurgaon,Dadra and Nagar Haveli and Daman and Diu
487343,CENTRAL,Aligarh,Lakshadweep
487345,EAST,Solapur,Delhi
487347,WEST,Ranchi,Puducherry
487349,SOUTH,Jalandhar,Ladakh
487351,NORTH,Tiruchirappalli,Jammu and Kashmir
487353,CENTRAL,Bhubaneswar,Maharashtra
487355,EAST,Salem,Delhi
487357,WEST,Mysore,Karnataka
487359,SOUTH,Thiruvananthapuram,Andhra Pradesh
487361,NORTH,Tiruppur,Arunachal Pradesh
487363,CENTRAL,Gwalior,Assam
487365,EAST,Chandrapur,Bihar
487367,WEST,Mumbai,Chhattisgarh
487369,SOUTH,Delhi,Goa
487371,NORTH,Bangalore,Gujarat
487373,CENTRAL,Hyderabad,Haryana
487375,EAST,Ahmedabad,Himachal Pradesh
487377,WEST,Chennai,Jharkhand
487379,SOUTH,Kolkata,Karnataka
487381,NORTH,Surat,Kerala
487383,CENTRAL,Pune,Madhya Pradesh
487385,EAST,Jaipur,Maharashtra
487387,WEST,Lucknow,Manipur
487389,SOUTH,Kanpur,Meghalaya
487391,NORTH,Nagpur,Mizoram
487393,CENTRAL,Indore,Nagaland
487395,EAST,Thane,Odisha
487397,WEST,Bhopal,Punjab
487399,SOUTH,Visakhapatnam,Rajasthan
487401,NORTH,Vadodara,Sikkim
487403,CENTRAL,Firozabad,Tamil Nadu
487405,EAST,Ludhiana,Telangana
487407,WEST,Rajkot,Tripura
487409,SOUTH,Agra,Uttar Pradesh
487411,NORTH,Siliguri,Uttarakhand
487413,CENTRAL,Nashik,West Bengal
487415,EAST,Faridabad,Andaman and Nicobar Islands
487417,WEST,Patna,Chandigarh
487419,SOUTH,Meerut,Dadra and Nagar Haveli and Daman and Diu
487421,NORTH,Kalyan-Dombivli,Lakshadweep
487423,CENTRAL,Vasai-Virar,Delhi
487425,EAST,Varanasi,Puducherry
487427,WEST,Srinagar,Ladakh
487429,SOUTH,Dhanbad,Jammu and Kashmir
487431,NORTH,Jodhpur,Maharashtra
487433,CENTRAL,Amritsar,Delhi
487435,EAST,Raipur,Karnataka
487437,WEST,Allahabad,Andhra Pradesh
487439,SOUTH,Coimbatore,Arunachal Pradesh
487441,NORTH,Jabalpur,Assam
487443,CENTRAL,Gwalior,Bihar
487445,EAST,Vijayawada,Chhattisgarh
487447,WEST,Madurai,Goa
487449,SOUTH,Guwahati,Gujarat
487451,NORTH,Chandigarh,Haryana
487453,CENTRAL,Hubli-Dharwad,Himachal Pradesh
487455,EAST,Amroha,Jharkhand
487457,WEST,Moradabad,Karnataka
487459,SOUTH,Gurgaon,Kerala
487461,NORTH,Aligarh,Madhya Pradesh
487463,CENTRAL,Solapur,Maharashtra
487465,EAST,Ranchi,Manipur
487467,WEST,Jalandhar,Meghalaya
487469,SOUTH,Tiruchirappalli,Mizoram
487471,NORTH,Bhubaneswar,Nagaland
487473,CENTRAL,Salem,Odisha
487475,EAST,Mysore,Punjab
487477,WEST,Thiruvananthapuram,Rajasthan
487479,SOUTH,Tiruppur,Sikkim
487481,NORTH,Gwalior,Tamil Nadu
487483,CENTRAL,Chandrapur,Telangana
487485,EAST,Mumbai,Tripura
487487,WEST,Delhi,Uttar Pradesh
487489,SOUTH,Bangalore,Uttarakhand
487491,NORTH,Hyderabad,West Bengal
487493,CENTRAL,Ahmedabad,Andaman and Nicobar Islands
487495,EAST,Chennai,Chandigarh
487497,WEST,Kolkata,Dadra and Nagar Haveli and Daman and Diu
487499,SOUTH,Surat,Lakshadweep
487501,NORTH,Pune,Delhi
487503,CENTRAL,Jaipur,Puducherry
487505,EAST,Lucknow,Ladakh
487507,WEST,Kanpur,Jammu and Kashmir
487509,SOUTH,Nagpur,Maharashtra
487511,NORTH,Indore,Delhi
487513,CENTRAL,Thane,Karnataka
487515,EAST,Bhopal,Andhra Pradesh
487517,WEST,Visakhapatnam,Arunachal Pradesh
487519,SOUTH,Vadodara,Assam
487521,NORTH,Firozabad,Bihar
487523,CENTRAL,Ludhiana,Chhattisgarh
487525,EAST,Rajkot,Goa
487527,WEST,Agra,Gujarat
487529,SOUTH,Siliguri,Haryana
487531,NORTH,Nashik,Himachal Pradesh
487533,CENTRAL,Faridabad,Jharkhand
487535,EAST,Patna,Karnataka
487537,WEST,Meerut,Kerala
487539,SOUTH,Kalyan-Dombivli,Madhya Pradesh
487541,NORTH,Vasai-Virar,Maharashtra
487543,CENTRAL,Varanasi,Manipur
487545,EAST,Srinagar,Meghalaya
487547,WEST,Dhanbad,Mizoram
487549,SOUTH,Jodhpur,Nagaland
487551,NORTH,Amritsar,Odisha
487553,CENTRAL,Raipur,Punjab
487555,EAST,Allahabad,Rajasthan
487557,WEST,Coimbatore,Sikkim
487559,SOUTH,Jabalpur,Tamil Nadu
487561,NORTH,Gwalior,Telangana
487563,CENTRAL,Vijayawada,Tripura
487565,EAST,Madurai,Uttar Pradesh
487567,WEST,Guwahati,Uttarakhand
487569,SOUTH,Chandigarh,West Bengal
487571,NORTH,Hubli-Dharwad,Andaman and Nicobar Islands
487573,CENTRAL,Amroha,Chandigarh
487575,EAST,Moradabad,Dadra and Nagar Haveli and Daman and Diu
487577,WEST,Gurgaon,Lakshadweep
487579,SOUTH,Aligarh,Delhi
487581,NORTH,Solapur,Puducherry
487583,CENTRAL,Ranchi,Ladakh
487585,EAST,Jalandhar,Jammu and Kashmir
487587,WEST,Tiruchirappalli,Maharashtra
487589,SOUTH,Bhubaneswar,Delhi
487591,NORTH,Salem,Karnataka
487593,CENTRAL,Mysore,Andhra Pradesh
487595,EAST,Thiruvananthapuram,Arunachal Pradesh
487597,WEST,Tiruppur,Assam
487599,SOUTH,Gwalior,Bihar
487601,NORTH,Chandrapur,Chhattisgarh
487603,CENTRAL,Mumbai,Goa
487605,EAST,Delhi,Gujarat
487607,WEST,Bangalore,Haryana
487609,SOUTH,Hyderabad,Himachal Pradesh
487611,NORTH,Ahmedabad,Jharkhand
487613,CENTRAL,Chennai,Karnataka
487615,EAST,Kolkata,Kerala
487617,WEST,Surat,Madhya Pradesh
487619,SOUTH,Pune,Maharashtra
487621,NORTH,Jaipur,Manipur
487623,CENTRAL,Lucknow,Meghalaya
487625,EAST,Kanpur,Mizoram
487627,WEST,Nagpur,Nagaland
487629,SOUTH,Indore,Odisha
487631,NORTH,Thane,Punjab
487633,CENTRAL,Bhopal,Rajasthan
487635,EAST,Visakhapatnam,Sikkim
487637,WEST,Vadodara,Tamil Nadu
487639,SOUTH,Firozabad,Telangana
487641,NORTH,Ludhiana,Tripura
487643,CENTRAL,Rajkot,Uttar Pradesh
487645,EAST,Agra,Uttarakhand
487647,WEST,Siliguri,West Bengal
487649,SOUTH,Nashik,Andaman and Nicobar Islands
487651,NORTH,Faridabad,Chandigarh
487653,CENTRAL,Patna,Dadra and Nagar Haveli and Daman and Diu
487655,EAST,Meerut,Lakshadweep
487657,WEST,Kalyan-Dombivli,Delhi
487659,SOUTH,Vasai-Virar,Puducherry
487661,NORTH,Varanasi,Ladakh
487663,CENTRAL,Srinagar,Jammu and Kashmir
487665,EAST,Dhanbad,Maharashtra
487667,WEST,Jodhpur,Delhi
487669,SOUTH,Amritsar,Karnataka
487671,NORTH,Raipur,Andhra Pradesh
487673,CENTRAL,Allahabad,Arunachal Pradesh
487675,EAST,Coimbatore,Assam
487677,WEST,Jabalpur,Bihar
487679,SOUTH,Gwalior,Chhattisgarh
487681,NORTH,Vijayawada,Goa
487683,CENTRAL,Madurai,Gujarat
487685,EAST,Guwahati,Haryana
487687,WEST,Chandigarh,Himachal Pradesh
487689,SOUTH,Hubli-Dharwad,Jharkhand
487691,NORTH,Amroha,Karnataka
487693,CENTRAL,Moradabad,Kerala
487695,EAST,Gurgaon,Madhya Pradesh
487697,WEST,Aligarh,Maharashtra
487699,SOUTH,Solapur,Manipur
487701,NORTH,Ranchi,Meghalaya
487703,CENTRAL,Jalandhar,Mizoram
487705,EAST,Tiruchirappalli,Nagaland
487707,WEST,Bhubaneswar,Odisha
487709,SOUTH,Salem,Punjab
487711,NORTH,Mysore,Rajasthan
487713,CENTRAL,Thiruvananthapuram,Sikkim
487715,EAST,Tiruppur,Tamil Nadu
487717,WEST,Gwalior,Telangana
487719,SOUTH,Chandrapur,Tripura
487721,NORTH,Mumbai,Uttar Pradesh
487723,CENTRAL,Delhi,Uttarakhand
487725,EAST,Bangalore,West Bengal
487727,WEST,Hyderabad,Andaman and Nicobar Islands
487729,SOUTH,Ahmedabad,Chandigarh
487731,NORTH,Chennai,Dadra and Nagar Haveli and Daman and Diu
487733,CENTRAL,Kolkata,Lakshadweep
487735,EAST,Surat,Delhi
487737,WEST,Pune,Puducherry
487739,SOUTH,Jaipur,Ladakh
487741,NORTH,Lucknow,Jammu and Kashmir
487743,CENTRAL,Kanpur,Maharashtra
487745,EAST,Nagpur,Delhi
487747,WEST,Indore,Karnataka
487749,SOUTH,Thane,Andhra Pradesh
487751,NORTH,Bhopal,Arunachal Pradesh
487753,CENTRAL,Visakhapatnam,Assam
487755,EAST,Vadodara,Bihar
487757,WEST,Firozabad,Chhattisgarh
487759,SOUTH,Ludhiana,Goa
487761,NORTH,Rajkot,Gujarat
487763,CENTRAL,Agra,Haryana
487765,EAST,Siliguri,Himachal Pradesh
487767,WEST,Nashik,Jharkhand
487769,SOUTH,Faridabad,Karnataka
487771,NORTH,Patna,Kerala
487773,CENTRAL,Meerut,Madhya Pradesh
487775,EAST,Kalyan-Dombivli,Maharashtra
487777,WEST,Vasai-Virar,Manipur
487779,SOUTH,Varanasi,Meghalaya
487781,NORTH,Srinagar,Mizoram
487783,CENTRAL,Dhanbad,Nagaland
487785,EAST,Jodhpur,Odisha
487787,WEST,Amritsar,Punjab
487789,SOUTH,Raipur,Rajasthan
487791,NORTH,Allahabad,Sikkim
487793,CENTRAL,Coimbatore,Tamil Nadu
487795,EAST,Jabalpur,Telangana
487797,WEST,Gwalior,Tripura
487799,SOUTH,Vijayawada,Uttar Pradesh
487801,NORTH,Madurai,Uttarakhand
487803,CENTRAL,Guwahati,West Bengal
487805,EAST,Chandigarh,Andaman and Nicobar Islands
487807,WEST,Hubli-Dharwad,Chandigarh
487809,SOUTH,Amroha,Dadra and Nagar Haveli and Daman and Diu
487811,NORTH,Moradabad,Lakshadweep
487813,CENTRAL,Gurgaon,Delhi
487815,EAST,Aligarh,Puducherry
487817,WEST,Solapur,Ladakh
487819,SOUTH,Ranchi,Jammu and Kashmir
487821,NORTH,Jalandhar,Maharashtra
487823,CENTRAL,Tiruchirappalli,Delhi
487825,EAST,Bhubaneswar,Karnataka
487827,WEST,Salem,Andhra Pradesh
487829,SOUTH,Mysore,Arunachal Pradesh
487831,NORTH,Thiruvananthapuram,Assam
487833,CENTRAL,Tiruppur,Bihar
487835,EAST,Gwalior,Chhattisgarh
487837,WEST,Chandrapur,Goa
487839,SOUTH,Mumbai,Gujarat
487841,NORTH,Delhi,Haryana
487843,CENTRAL,Bangalore,Himachal Pradesh
487845,EAST,Hyderabad,Jharkhand
487847,WEST,Ahmedabad,Karnataka
487849,SOUTH,Chennai,Kerala
487851,NORTH,Kolkata,Madhya Pradesh
487853,CENTRAL,Surat,Maharashtra
487855,EAST,Pune,Manipur
487857,WEST,Jaipur,Meghalaya
487859,SOUTH,Lucknow,Mizoram
487861,NORTH,Kanpur,Nagaland
487863,CENTRAL,Nagpur,Odisha
487865,EAST,Indore,Punjab
487867,WEST,Thane,Rajasthan
487869,SOUTH,Bhopal,Sikkim
487871,NORTH,Visakhapatnam,Tamil Nadu
487873,CENTRAL,Vadodara,Telangana
487875,EAST,Firozabad,Tripura
487877,WEST,Ludhiana,Uttar Pradesh
487879,SOUTH,Rajkot,Uttarakhand
487881,NORTH,Agra,West Bengal
487883,CENTRAL,Siliguri,Andaman and Nicobar Islands
487885,EAST,Nashik,Chandigarh
487887,WEST,Faridabad,Dadra and Nagar Haveli and Daman and Diu
487889,SOUTH,Patna,Lakshadweep
487891,NORTH,Meerut,Delhi
487893,CENTRAL,Kalyan-Dombivli,Puducherry
487895,EAST,Vasai-Virar,Ladakh
487897,WEST,Varanasi,Jammu and Kashmir
487899,SOUTH,Srinagar,Maharashtra
487901,NORTH,Dhanbad,Delhi
487903,CENTRAL,Jodhpur,Karnataka
487905,EAST,Amritsar,Andhra Pradesh
487907,WEST,Raipur,Arunachal Pradesh
487909,SOUTH,Allahabad,Assam
487911,NORTH,Coimbatore,Bihar
487913,CENTRAL,Jabalpur,Chhattisgarh
487915,EAST,Gwalior,Goa
487917,WEST,Vijayawada,Gujarat
487919,SOUTH,Madurai,Haryana
487921,NORTH,Guwahati,Himachal Pradesh
487923,CENTRAL,Chandigarh,Jharkhand
487925,EAST,Hubli-Dharwad,Karnataka
487927,WEST,Amroha,Kerala
487929,SOUTH,Moradabad,Madhya Pradesh
487931,NORTH,Gurgaon,Maharashtra
487933,CENTRAL,Aligarh,Manipur
487935,EAST,Solapur,Meghalaya
487937,WEST,Ranchi,Mizoram
487939,SOUTH,Jalandhar,Nagaland
487941,NORTH,Tiruchirappalli,Odisha
487943,CENTRAL,Bhubaneswar,Punjab
487945,EAST,Salem,Rajasthan
487947,WEST,Mysore,Sikkim
487949,SOUTH,Thiruvananthapuram,Tamil Nadu
487951,NORTH,Tiruppur,Telangana
487953,CENTRAL,Gwalior,Tripura
487955,EAST,Chandrapur,Uttar Pradesh
487957,WEST,Mumbai,Uttarakhand
487959,SOUTH,Delhi,West Bengal
487961,NORTH,Bangalore,Andaman and Nicobar Islands
487963,CENTRAL,Hyderabad,Chandigarh
487965,EAST,Ahmedabad,Dadra and Nagar Haveli and Daman and Diu
487967,WEST,Chennai,Lakshadweep
487969,SOUTH,Kolkata,Delhi
487971,NORTH,Surat,Puducherry
487973,CENTRAL,Pune,Ladakh
487975,EAST,Jaipur,Jammu and Kashmir
487977,WEST,Lucknow,Maharashtra
487979,SOUTH,Kanpur,Delhi
487981,NORTH,Nagpur,Karnataka
487983,CENTRAL,Indore,Andhra Pradesh
487985,EAST,Thane,Arunachal Pradesh
487987,WEST,Bhopal,Assam
487989,SOUTH,Visakhapatnam,Bihar
487991,NORTH,Vadodara,Chhattisgarh
487993,CENTRAL,Firozabad,Goa
487995,EAST,Ludhiana,Gujarat
487997,WEST,Rajkot,Haryana
487999,SOUTH,Agra,Himachal Pradesh
488001,NORTH,Siliguri,Jharkhand
488003,CENTRAL,Nashik,Karnataka
488005,EAST,Faridabad,Kerala
488007,WEST,Patna,Madhya Pradesh
488009,SOUTH,Meerut,Maharashtra
488011,NORTH,Kalyan-Dombivli,Manipur
488013,CENTRAL,Vasai-Virar,Meghalaya
488015,EAST,Varanasi,Mizoram
488017,WEST,Srinagar,Nagaland
488019,SOUTH,Dhanbad,Odisha
488021,NORTH,Jodhpur,Punjab
488023,CENTRAL,Amritsar,Rajasthan
488025,EAST,Raipur,Sikkim
488027,WEST,Allahabad,Tamil Nadu
488029,SOUTH,Coimbatore,Telangana
488031,NORTH,Jabalpur,Tripura
488033,CENTRAL,Gwalior,Uttar Pradesh
488035,EAST,Vijayawada,Uttarakhand
488037,WEST,Madurai,West Bengal
488039,SOUTH,Guwahati,Andaman and Nicobar Islands
488041,NORTH,Chandigarh,Chandigarh
488043,CENTRAL,Hubli-Dharwad,Dadra and Nagar Haveli and Daman and Diu
488045,EAST,Amroha,Lakshadweep
488047,WEST,Moradabad,Delhi
488049,SOUTH,Gurgaon,Puducherry
488051,NORTH,Aligarh,Ladakh
488053,CENTRAL,Solapur,Jammu and Kashmir
488055,EAST,Ranchi,Maharashtra
488057,WEST,Jalandhar,Delhi
488059,SOUTH,Tiruchirappalli,Karnataka
488061,NORTH,Bhubaneswar,Andhra Pradesh
488063,CENTRAL,Salem,Arunachal Pradesh
488065,EAST,Mysore,Assam
488067,WEST,Thiruvananthapuram,Bihar
488069,SOUTH,Tiruppur,Chhattisgarh
488071,NORTH,Gwalior,Goa
488073,CENTRAL,Chandrapur,Gujarat
488075,EAST,Mumbai,Haryana
488077,WEST,Delhi,Himachal Pradesh
488079,SOUTH,Bangalore,Jharkhand
488081,NORTH,Hyderabad,Karnataka
488083,CENTRAL,Ahmedabad,Kerala
488085,EAST,Chennai,Madhya Pradesh
488087,WEST,Kolkata,Maharashtra
488089,SOUTH,Surat,Manipur
488091,NORTH,Pune,Meghalaya
488093,CENTRAL,Jaipur,Mizoram
488095,EAST,Lucknow,Nagaland
488097,WEST,Kanpur,Odisha
488099,SOUTH,Nagpur,Punjab
488101,NORTH,Indore,Rajasthan
488103,CENTRAL,Thane,Sikkim
488105,EAST,Bhopal,Tamil Nadu
488107,WEST,Visakhapatnam,Telangana
488109,SOUTH,Vadodara,Tripura
488111,NORTH,Firozabad,Uttar Pradesh
488113,CENTRAL,Ludhiana,Uttarakhand
488115,EAST,Rajkot,West Bengal
488117,WEST,Agra,Andaman and Nicobar Islands
488119,SOUTH,Siliguri,Chandigarh
488121,NORTH,Nashik,Dadra and Nagar Haveli and Daman and Diu
488123,CENTRAL,Faridabad,Lakshadweep
488125,EAST,Patna,Delhi
488127,WEST,Meerut,Puducherry
488129,SOUTH,Kalyan-Dombivli,Ladakh
488131,NORTH,Vasai-Virar,Jammu and Kashmir
488133,CENTRAL,Varanasi,Maharashtra
488135,EAST,Srinagar,Delhi
488137,WEST,Dhanbad,Karnataka
488139,SOUTH,Jodhpur,Andhra Pradesh
488141,NORTH,Amritsar,Arunachal Pradesh
488143,CENTRAL,Raipur,Assam
488145,EAST,Allahabad,Bihar
488147,WEST,Coimbatore,Chhattisgarh
488149,SOUTH,Jabalpur,Goa
488151,NORTH,Gwalior,Gujarat
488153,CENTRAL,Vijayawada,Haryana
488155,EAST,Madurai,Himachal Pradesh
488157,WEST,Guwahati,Jharkhand
488159,SOUTH,Chandigarh,Karnataka
488161,NORTH,Hubli-Dharwad,Kerala
488163,CENTRAL,Amroha,Madhya Pradesh
488165,EAST,Moradabad,Maharashtra
488167,WEST,Gurgaon,Manipur
488169,SOUTH,Aligarh,Meghalaya
488171,NORTH,Solapur,Mizoram
488173,CENTRAL,Ranchi,Nagaland
488175,EAST,Jalandhar,Odisha
488177,WEST,Tiruchirappalli,Punjab
488179,SOUTH,Bhubaneswar,Rajasthan
488181,NORTH,Salem,Sikkim
488183,CENTRAL,Mysore,Tamil Nadu
488185,EAST,Thiruvananthapuram,Telangana
488187,WEST,Tiruppur,Tripura
488189,SOUTH,Gwalior,Uttar Pradesh
488191,NORTH,Chandrapur,Uttarakhand
488193,CENTRAL,Mumbai,West Bengal
488195,EAST,Delhi,Andaman and Nicobar Islands
488197,WEST,Bangalore,Chandigarh
488199,SOUTH,Hyderabad,Dadra and Nagar Haveli and Daman and Diu
488201,NORTH,Ahmedabad,Lakshadweep
488203,CENTRAL,Chennai,Delhi
488205,EAST,Kolkata,Puducherry
488207,WEST,Surat,Ladakh
488209,SOUTH,Pune,Jammu and Kashmir
488211,NORTH,Jaipur,Maharashtra
488213,CENTRAL,Lucknow,Delhi
488215,EAST,Kanpur,Karnataka
488217,WEST,Nagpur,Andhra Pradesh
488219,SOUTH,Indore,Arunachal Pradesh
488221,NORTH,Thane,Assam
488223,CENTRAL,Bhopal,Bihar
488225,EAST,Visakhapatnam,Chhattisgarh
488227,WEST,Vadodara,Goa
488229,SOUTH,Firozabad,Gujarat
488231,NORTH,Ludhiana,Haryana
488233,CENTRAL,Rajkot,Himachal Pradesh
488235,EAST,Agra,Jharkhand
488237,WEST,Siliguri,Karnataka
488239,SOUTH,Nashik,Kerala
488241,NORTH,Faridabad,Madhya Pradesh
488243,CENTRAL,Patna,Maharashtra
488245,EAST,Meerut,Manipur
488247,WEST,Kalyan-Dombivli,Meghalaya
488249,SOUTH,Vasai-Virar,Mizoram
488251,NORTH,Varanasi,Nagaland
488253,CENTRAL,Srinagar,Odisha
488255,EAST,Dhanbad,Punjab
488257,WEST,Jodhpur,Rajasthan
488259,SOUTH,Amritsar,Sikkim
488261,NORTH,Raipur,Tamil Nadu
488263,CENTRAL,Allahabad,Telangana
488265,EAST,Coimbatore,Tripura
488267,WEST,Jabalpur,Uttar Pradesh
488269,SOUTH,Gwalior,Uttarakhand
