police_station_id,station_name,police_staff,inspector_id,station_pincode,no_of_cases
T1-103794,ST-578,19,SI-13123,486867,1199
T1-103795,ST-579,15,SI-13124,486869,1201
T1-103796,ST-580,13,SI-13125,486871,1203
T1-103797,ST-581,13,SI-13126,486873,1205
T1-103798,ST-582,14,SI-13127,486875,1207
T1-103799,ST-583,17,SI-13128,486877,1209
T1-103800,ST-584,38,SI-13129,486879,1211
T1-103801,ST-585,12,SI-13130,486881,1213
T1-103802,ST-586,34,SI-13131,486883,1215
T1-103803,ST-587,24,SI-13132,486885,1217
T1-103804,ST-588,26,SI-13133,486887,1219
T1-103805,ST-589,16,SI-13134,486889,1221
T1-103806,ST-590,19,SI-13135,486891,1223
T1-103807,ST-591,25,SI-13136,486893,1225
T1-103808,ST-592,16,SI-13137,486895,1227
T1-103809,ST-593,18,SI-13138,486897,1229
T1-103810,ST-594,24,SI-13139,486899,1231
T1-103811,ST-595,23,SI-13140,486901,1233
T1-103812,ST-596,14,SI-13141,486903,1235
T1-103813,ST-597,28,SI-13142,486905,1237
T1-103814,ST-598,20,SI-13143,486907,1239
T1-103815,ST-599,12,SI-13144,486909,1241
T1-103816,ST-600,31,SI-13145,486911,1243
T1-103817,ST-601,23,SI-13146,486913,1245
T1-103818,ST-602,29,SI-13147,486915,1247
T1-103819,ST-603,34,SI-13148,486917,1249
T1-103820,ST-604,29,SI-13149,486919,1251
T1-103821,ST-605,19,SI-13150,486921,1253
T1-103822,ST-606,23,SI-13151,486923,1255
T1-103823,ST-607,23,SI-13152,486925,1257
T1-103824,ST-608,26,SI-13153,486927,1259
T1-103825,ST-609,37,SI-13154,486929,1261
T1-103826,ST-610,32,SI-13155,486931,1263
T1-103827,ST-611,37,SI-13156,486933,1265
T1-103828,ST-612,28,SI-13157,486935,1267
T1-103829,ST-613,39,SI-13158,486937,1269
T1-103830,ST-614,37,SI-13159,486939,1271
T1-103831,ST-615,34,SI-13160,486941,1273
T1-103832,ST-616,14,SI-13161,486943,1275
T1-103833,ST-617,35,SI-13162,486945,1277
T1-103834,ST-618,16,SI-13163,486947,1279
T1-103835,ST-619,19,SI-13164,486949,1281
T1-103836,ST-620,16,SI-13165,486951,1283
T1-103837,ST-621,32,SI-13166,486953,1285
T1-103838,ST-622,20,SI-13167,486955,1287
T1-103839,ST-623,39,SI-13168,486957,1289
T1-103840,ST-624,35,SI-13169,486959,1291
T1-103841,ST-625,19,SI-13170,486961,1293
T1-103842,ST-626,13,SI-13171,486963,1295
T1-103843,ST-627,17,SI-13172,486965,1297
T1-103844,ST-628,25,SI-13173,486967,1299
T1-103845,ST-629,30,SI-13174,486969,1301
T1-103846,ST-630,19,SI-13175,486971,1303
T1-103847,ST-631,19,SI-13176,486973,1305
T1-103848,ST-632,17,SI-13177,486975,1307
T1-103849,ST-633,27,SI-13178,486977,1309
T1-103850,ST-634,36,SI-13179,486979,1311
T1-103851,ST-635,27,SI-13180,486981,1313
T1-103852,ST-636,40,SI-13181,486983,1315
T1-103853,ST-637,31,SI-13182,486985,1317
T1-103854,ST-638,22,SI-13183,486987,1319
T1-103855,ST-639,26,SI-13184,486989,1321
T1-103856,ST-640,31,SI-13185,486991,1323
T1-103857,ST-641,25,SI-13186,486993,1325
T1-103858,ST-642,31,SI-13187,486995,1327
T1-103859,ST-643,13,SI-13188,486997,1329
T1-103860,ST-644,30,SI-13189,486999,1331
T1-103861,ST-645,32,SI-13190,487001,1333
T1-103862,ST-646,15,SI-13191,487003,1335
T1-103863,ST-647,40,SI-13192,487005,1337
T1-103864,ST-648,28,SI-13193,487007,1339
T1-103865,ST-649,33,SI-13194,487009,1341
T1-103866,ST-650,14,SI-13195,487011,1343
T1-103867,ST-651,28,SI-13196,487013,1345
T1-103868,ST-652,14,SI-13197,487015,1347
T1-103869,ST-653,15,SI-13198,487017,1349
T1-103870,ST-654,26,SI-13199,487019,1351
T1-103871,ST-655,18,SI-13200,487021,1353
T1-103872,ST-656,13,SI-13201,487023,1355
T1-103873,ST-657,33,SI-13202,487025,1357
T1-103874,ST-658,14,SI-13203,487027,1359
T1-103875,ST-659,22,SI-13204,487029,1361
T1-103876,ST-660,23,SI-13205,487031,1363
T1-103877,ST-661,34,SI-13206,487033,1365
T1-103878,ST-662,36,SI-13207,487035,1367
T1-103879,ST-663,38,SI-13208,487037,1369
T1-103880,ST-664,26,SI-13209,487039,1371
T1-103881,ST-665,31,SI-13210,487041,1373
T1-103882,ST-666,31,SI-13211,487043,1375
T1-103883,ST-667,12,SI-13212,487045,1377
T1-103884,ST-668,14,SI-13213,487047,1379
T1-103885,ST-669,37,SI-13214,487049,1381
T1-103886,ST-670,34,SI-13215,487051,1383
T1-103887,ST-671,25,SI-13216,487053,1385
T1-103888,ST-672,34,SI-13217,487055,1387
T1-103889,ST-673,22,SI-13218,487057,1389
T1-103890,ST-674,33,SI-13219,487059,1391
T1-103891,ST-675,33,SI-13220,487061,1393
T1-103892,ST-676,39,SI-13221,487063,1395
T1-103893,ST-677,15,SI-13222,487065,1397
T1-103894,ST-678,24,SI-13223,487067,1399
T1-103895,ST-679,35,SI-13224,487069,1401
T1-103896,ST-680,31,SI-13225,487071,1403
T1-103897,ST-681,26,SI-13226,487073,1405
T1-103898,ST-682,19,SI-13227,487075,1407
T1-103899,ST-683,36,SI-13228,487077,1409
T1-103900,ST-684,36,SI-13229,487079,1411
T1-103901,ST-685,35,SI-13230,487081,1413
T1-103902,ST-686,37,SI-13231,487083,1415
T1-103903,ST-687,32,SI-13232,487085,1417
T1-103904,ST-688,32,SI-13233,487087,1419
T1-103905,ST-689,33,SI-13234,487089,1421
T1-103906,ST-690,32,SI-13235,487091,1423
T1-103907,ST-691,12,SI-13236,487093,1425
T1-103908,ST-692,15,SI-13237,487095,1427
T1-103909,ST-693,34,SI-13238,487097,1429
T1-103910,ST-694,19,SI-13239,487099,1431
T1-103911,ST-695,32,SI-13240,487101,1433
T1-103912,ST-696,27,SI-13241,487103,1435
T1-103913,ST-697,33,SI-13242,487105,1437
T1-103914,ST-698,16,SI-13243,487107,1439
T1-103915,ST-699,27,SI-13244,487109,1441
T1-103916,ST-700,29,SI-13245,487111,1443
T1-103917,ST-701,35,SI-13246,487113,1445
T1-103918,ST-702,29,SI-13247,487115,1447
T1-103919,ST-703,22,SI-13248,487117,1449
T1-103920,ST-704,15,SI-13249,487119,1451
T1-103921,ST-705,27,SI-13250,487121,1453
T1-103922,ST-706,22,SI-13251,487123,1455
T1-103923,ST-707,21,SI-13252,487125,1457
T1-103924,ST-708,15,SI-13253,487127,1459
T1-103925,ST-709,21,SI-13254,487129,1461
T1-103926,ST-710,28,SI-13255,487131,1463
T1-103927,ST-711,24,SI-13256,487133,1465
T1-103928,ST-712,24,SI-13257,487135,1467
T1-103929,ST-713,13,SI-13258,487137,1469
T1-103930,ST-714,33,SI-13259,487139,1471
T1-103931,ST-715,22,SI-13260,487141,1473
T1-103932,ST-716,40,SI-13261,487143,1475
T1-103933,ST-717,25,SI-13262,487145,1477
T1-103934,ST-718,15,SI-13263,487147,1479
T1-103935,ST-719,30,SI-13264,487149,1481
T1-103936,ST-720,28,SI-13265,487151,1483
T1-103937,ST-721,26,SI-13266,487153,1485
T1-103938,ST-722,35,SI-13267,487155,1487
T1-103939,ST-723,40,SI-13268,487157,1489
T1-103940,ST-724,15,SI-13269,487159,1491
T1-103941,ST-725,12,SI-13270,487161,1493
T1-103942,ST-726,38,SI-13271,487163,1495
T1-103943,ST-727,25,SI-13272,487165,1497
T1-103944,ST-728,34,SI-13273,487167,1499
T1-103945,ST-729,20,SI-13274,487169,1501
T1-103946,ST-730,27,SI-13275,487171,1503
T1-103947,ST-731,28,SI-13276,487173,1505
T1-103948,ST-732,20,SI-13277,487175,1507
T1-103949,ST-733,30,SI-13278,487177,1509
T1-103950,ST-734,39,SI-13279,487179,1511
T1-103951,ST-735,39,SI-13280,487181,1513
T1-103952,ST-736,34,SI-13281,487183,1515
T1-103953,ST-737,29,SI-13282,487185,1517
T1-103954,ST-738,33,SI-13283,487187,1519
T1-103955,ST-739,36,SI-13284,487189,1521
T1-103956,ST-740,27,SI-13285,487191,1523
T1-103957,ST-741,38,SI-13286,487193,1525
T1-103958,ST-742,31,SI-13287,487195,1527
T1-103959,ST-743,19,SI-13288,487197,1529
T1-103960,ST-744,27,SI-13289,487199,1531
T1-103961,ST-745,24,SI-13290,487201,1533
T1-103962,ST-746,23,SI-13291,487203,1535
T1-103963,ST-747,36,SI-13292,487205,1537
T1-103964,ST-748,35,SI-13293,487207,1539
T1-103965,ST-749,15,SI-13294,487209,1541
T1-103966,ST-750,29,SI-13295,487211,1543
T1-103967,ST-751,23,SI-13296,487213,1545
T1-103968,ST-752,18,SI-13297,487215,1547
T1-103969,ST-753,18,SI-13298,487217,1549
T1-103970,ST-754,15,SI-13299,487219,1551
T1-103971,ST-755,14,SI-13300,487221,1553
T1-103972,ST-756,17,SI-13301,487223,1555
T1-103973,ST-757,25,SI-13302,487225,1557
T1-103974,ST-758,21,SI-13303,487227,1559
T1-103975,ST-759,22,SI-13304,487229,1561
T1-103976,ST-760,28,SI-13305,487231,1563
T1-103977,ST-761,33,SI-13306,487233,1565
T1-103978,ST-762,17,SI-13307,487235,1567
T1-103979,ST-763,15,SI-13308,487237,1569
T1-103980,ST-764,37,SI-13309,487239,1571
T1-103981,ST-765,35,SI-13310,487241,1573
T1-103982,ST-766,26,SI-13311,487243,1575
T1-103983,ST-767,37,SI-13312,487245,1577
T1-103984,ST-768,21,SI-13313,487247,1579
T1-103985,ST-769,15,SI-13314,487249,1581
T1-103986,ST-770,24,SI-13315,487251,1583
T1-103987,ST-771,13,SI-13316,487253,1585
T1-103988,ST-772,40,SI-13317,487255,1587
T1-103989,ST-773,35,SI-13318,487257,1589
T1-103990,ST-774,26,SI-13319,487259,1591
T1-103991,ST-775,33,SI-13320,487261,1593
T1-103992,ST-776,16,SI-13321,487263,1595
T1-103993,ST-777,22,SI-13322,487265,1597
T1-103994,ST-778,14,SI-13323,487267,1599
T1-103995,ST-779,22,SI-13324,487269,1601
T1-103996,ST-780,29,SI-13325,487271,1603
T1-103997,ST-781,13,SI-13326,487273,1605
T1-103998,ST-782,36,SI-13327,487275,1607
T1-103999,ST-783,29,SI-13328,487277,1609
T1-104000,ST-784,26,SI-13329,487279,1611
T1-104001,ST-785,14,SI-13330,487281,1613
T1-104002,ST-786,31,SI-13331,487283,1615
T1-104003,ST-787,33,SI-13332,487285,1617
T1-104004,ST-788,34,SI-13333,487287,1619
T1-104005,ST-789,15,SI-13334,487289,1621
T1-104006,ST-790,22,SI-13335,487291,1623
T1-104007,ST-791,34,SI-13336,487293,1625
T1-104008,ST-792,33,SI-13337,487295,1627
T1-104009,ST-793,32,SI-13338,487297,1629
T1-104010,ST-794,16,SI-13339,487299,1631
T1-104011,ST-795,37,SI-13340,487301,1633
T1-104012,ST-796,21,SI-13341,487303,1635
T1-104013,ST-797,18,SI-13342,487305,1637
T1-104014,ST-798,37,SI-13343,487307,1639
T1-104015,ST-799,20,SI-13344,487309,1641
T1-104016,ST-800,13,SI-13345,487311,1643
T1-104017,ST-801,37,SI-13346,487313,1645
T1-104018,ST-802,22,SI-13347,487315,1647
T1-104019,ST-803,22,SI-13348,487317,1649
T1-104020,ST-804,33,SI-13349,487319,1651
T1-104021,ST-805,27,SI-13350,487321,1653
T1-104022,ST-806,28,SI-13351,487323,1655
T1-104023,ST-807,24,SI-13352,487325,1657
T1-104024,ST-808,31,SI-13353,487327,1659
T1-104025,ST-809,17,SI-13354,487329,1661
T1-104026,ST-810,23,SI-13355,487331,1663
T1-104027,ST-811,12,SI-13356,487333,1665
T1-104028,ST-812,25,SI-13357,487335,1667
T1-104029,ST-813,14,SI-13358,487337,1669
T1-104030,ST-814,22,SI-13359,487339,1671
T1-104031,ST-815,38,SI-13360,487341,1673
T1-104032,ST-816,29,SI-13361,487343,1675
T1-104033,ST-817,15,SI-13362,487345,1677
T1-104034,ST-818,30,SI-13363,487347,1679
T1-104035,ST-819,22,SI-13364,487349,1681
T1-104036,ST-820,35,SI-13365,487351,1683
T1-104037,ST-821,34,SI-13366,487353,1685
T1-104038,ST-822,23,SI-13367,487355,1687
T1-104039,ST-823,34,SI-13368,487357,1689
T1-104040,ST-824,30,SI-13369,487359,1691
T1-104041,ST-825,18,SI-13370,487361,1693
T1-104042,ST-826,19,SI-13371,487363,1695
T1-104043,ST-827,27,SI-13372,487365,1697
T1-104044,ST-828,21,SI-13373,487367,1699
T1-104045,ST-829,28,SI-13374,487369,1701
T1-104046,ST-830,28,SI-13375,487371,1703
T1-104047,ST-831,33,SI-13376,487373,1705
T1-104048,ST-832,26,SI-13377,487375,1707
T1-104049,ST-833,30,SI-13378,487377,1709
T1-104050,ST-834,18,SI-13379,487379,1711
T1-104051,ST-835,15,SI-13380,487381,1713
T1-104052,ST-836,12,SI-13381,487383,1715
T1-104053,ST-837,32,SI-13382,487385,1717
T1-104054,ST-838,12,SI-13383,487387,1719
T1-104055,ST-839,25,SI-13384,487389,1721
T1-104056,ST-840,23,SI-13385,487391,1723
T1-104057,ST-841,24,SI-13386,487393,1725
T1-104058,ST-842,34,SI-13387,487395,1727
T1-104059,ST-843,32,SI-13388,487397,1729
T1-104060,ST-844,25,SI-13389,487399,1731
T1-104061,ST-845,36,SI-13390,487401,1733
T1-104062,ST-846,13,SI-13391,487403,1735
T1-104063,ST-847,13,SI-13392,487405,1737
T1-104064,ST-848,13,SI-13393,487407,1739
T1-104065,ST-849,13,SI-13394,487409,1741
T1-104066,ST-850,35,SI-13395,487411,1743
T1-104067,ST-851,23,SI-13396,487413,1745
T1-104068,ST-852,40,SI-13397,487415,1747
T1-104069,ST-853,27,SI-13398,487417,1749
T1-104070,ST-854,38,SI-13399,487419,1751
T1-104071,ST-855,35,SI-13400,487421,1753
T1-104072,ST-856,31,SI-13401,487423,1755
T1-104073,ST-857,24,SI-13402,487425,1757
T1-104074,ST-858,15,SI-13403,487427,1759
T1-104075,ST-859,33,SI-13404,487429,1761
T1-104076,ST-860,12,SI-13405,487431,1763
T1-104077,ST-861,23,SI-13406,487433,1765
T1-104078,ST-862,34,SI-13407,487435,1767
T1-104079,ST-863,36,SI-13408,487437,1769
T1-104080,ST-864,33,SI-13409,487439,1771
T1-104081,ST-865,20,SI-13410,487441,1773
T1-104082,ST-866,19,SI-13411,487443,1775
T1-104083,ST-867,17,SI-13412,487445,1777
T1-104084,ST-868,40,SI-13413,487447,1779
T1-104085,ST-869,36,SI-13414,487449,1781
T1-104086,ST-870,15,SI-13415,487451,1783
T1-104087,ST-871,27,SI-13416,487453,1785
T2-548792,ST-872,37,SI-13417,487455,1787
T2-548793,ST-873,23,SI-13418,487457,1789
T2-548794,ST-874,32,SI-13419,487459,1791
T2-548795,ST-875,27,SI-13420,487461,1793
T2-548796,ST-876,39,SI-13421,487463,1795
T2-548797,ST-877,33,SI-13422,487465,1797
T2-548798,ST-878,20,SI-13423,487467,1799
T2-548799,ST-879,16,SI-13424,487469,1801
T2-548800,ST-880,32,SI-13425,487471,1803
T2-548801,ST-881,25,SI-13426,487473,1805
T2-548802,ST-882,12,SI-13427,487475,1807
T2-548803,ST-883,26,SI-13428,487477,1809
T2-548804,ST-884,30,SI-13429,487479,1811
T2-548805,ST-885,29,SI-13430,487481,1813
T2-548806,ST-886,39,SI-13431,487483,1815
T2-548807,ST-887,38,SI-13432,487485,1817
T2-548808,ST-888,38,SI-13433,487487,1819
T2-548809,ST-889,39,SI-13434,487489,1821
T2-548810,ST-890,14,SI-13435,487491,1823
T2-548811,ST-891,37,SI-13436,487493,1825
T2-548812,ST-892,32,SI-13437,487495,1827
T2-548813,ST-893,29,SI-13438,487497,1829
T2-548814,ST-894,39,SI-13439,487499,1831
T2-548815,ST-895,27,SI-13440,487501,1833
T2-548816,ST-896,35,SI-13441,487503,1835
T2-548817,ST-897,24,SI-13442,487505,1837
T2-548818,ST-898,22,SI-13443,487507,1839
T2-548819,ST-899,14,SI-13444,487509,1841
T2-548820,ST-900,22,SI-13445,487511,1843
T2-548821,ST-901,13,SI-13446,487513,1845
T2-548822,ST-902,38,SI-13447,487515,1847
T2-548823,ST-903,29,SI-13448,487517,1849
T2-548824,ST-904,30,SI-13449,487519,1851
T2-548825,ST-905,40,SI-13450,487521,1853
T2-548826,ST-906,24,SI-13451,487523,1855
T2-548827,ST-907,35,SI-13452,487525,1857
T2-548828,ST-908,37,SI-13453,487527,1859
T2-548829,ST-909,19,SI-13454,487529,1861
T2-548830,ST-910,16,SI-13455,487531,1863
T2-548831,ST-911,33,SI-13456,487533,1865
T2-548832,ST-912,23,SI-13457,487535,1867
T2-548833,ST-913,21,SI-13458,487537,1869
T2-548834,ST-914,31,SI-13459,487539,1871
T2-548835,ST-915,22,SI-13460,487541,1873
T2-548836,ST-916,17,SI-13461,487543,1875
T2-548837,ST-917,16,SI-13462,487545,1877
T2-548838,ST-918,30,SI-13463,487547,1879
T2-548839,ST-919,19,SI-13464,487549,1881
T2-548840,ST-920,27,SI-13465,487551,1883
T2-548841,ST-921,23,SI-13466,487553,1885
T2-548842,ST-922,18,SI-13467,487555,1887
T2-548843,ST-923,17,SI-13468,487557,1889
T2-548844,ST-924,35,SI-13469,487559,1891
T2-548845,ST-925,19,SI-13470,487561,1893
T2-548846,ST-926,16,SI-13471,487563,1895
T2-548847,ST-927,16,SI-13472,487565,1897
T2-548848,ST-928,29,SI-13473,487567,1899
T2-548849,ST-929,36,SI-13474,487569,1901
T2-548850,ST-930,23,SI-13475,487571,1903
T2-548851,ST-931,20,SI-13476,487573,1905
T2-548852,ST-932,31,SI-13477,487575,1907
T2-548853,ST-933,30,SI-13478,487577,1909
T2-548854,ST-934,36,SI-13479,487579,1911
T2-548855,ST-935,40,SI-13480,487581,1913
T2-548856,ST-936,18,SI-13481,487583,1915
T2-548857,ST-937,19,SI-13482,487585,1917
T2-548858,ST-938,33,SI-13483,487587,1919
T2-548859,ST-939,17,SI-13484,487589,1921
T2-548860,ST-940,28,SI-13485,487591,1923
T2-548861,ST-941,26,SI-13486,487593,1925
T2-548862,ST-942,13,SI-13487,487595,1927
T2-548863,ST-943,17,SI-13488,487597,1929
T2-548864,ST-944,37,SI-13489,487599,1931
T2-548865,ST-945,31,SI-13490,487601,1933
T2-548866,ST-946,36,SI-13491,487603,1935
T2-548867,ST-947,40,SI-13492,487605,1937
T2-548868,ST-948,30,SI-13493,487607,1939
T2-548869,ST-949,26,SI-13494,487609,1941
T2-548870,ST-950,35,SI-13495,487611,1943
T2-548871,ST-951,26,SI-13496,487613,1945
T2-548872,ST-952,29,SI-13497,487615,1947
T2-548873,ST-953,39,SI-13498,487617,1949
T2-548874,ST-954,19,SI-13499,487619,1951
T2-548875,ST-955,27,SI-13500,487621,1953
T2-548876,ST-956,35,SI-13501,487623,1955
T2-548877,ST-957,23,SI-13502,487625,1957
T2-548878,ST-958,29,SI-13503,487627,1959
T2-548879,ST-959,16,SI-13504,487629,1961
T2-548880,ST-960,22,SI-13505,487631,1963
T2-548881,ST-961,21,SI-13506,487633,1965
T2-548882,ST-962,16,SI-13507,487635,1967
T2-548883,ST-963,27,SI-13508,487637,1969
T2-548884,ST-964,16,SI-13509,487639,1971
T2-548885,ST-965,14,SI-13510,487641,1973
T2-548886,ST-966,16,SI-13511,487643,1975
T2-548887,ST-967,28,SI-13512,487645,1977
T2-548888,ST-968,12,SI-13513,487647,1979
T2-548889,ST-969,34,SI-13514,487649,1981
T2-548890,ST-970,26,SI-13515,487651,1983
T2-548891,ST-971,31,SI-13516,487653,1985
T2-548892,ST-972,29,SI-13517,487655,1987
T2-548893,ST-973,13,SI-13518,487657,1989
T2-548894,ST-974,16,SI-13519,487659,1991
T2-548895,ST-975,28,SI-13520,487661,1993
T2-548896,ST-976,38,SI-13521,487663,1995
T2-548897,ST-977,17,SI-13522,487665,1997
T2-548898,ST-978,15,SI-13523,487667,1999
T2-548899,ST-979,23,SI-13524,487669,2001
T2-548900,ST-980,15,SI-13525,487671,2003
T2-548901,ST-981,16,SI-13526,487673,2005
T2-548902,ST-982,24,SI-13527,487675,2007
T2-548903,ST-983,17,SI-13528,487677,2009
T2-548904,ST-984,39,SI-13529,487679,2011
T2-548905,ST-985,13,SI-13530,487681,2013
T2-548906,ST-986,14,SI-13531,487683,2015
T2-548907,ST-987,22,SI-13532,487685,2017
T2-548908,ST-988,34,SI-13533,487687,2019
T2-548909,ST-989,20,SI-13534,487689,2021
T2-548910,ST-990,19,SI-13535,487691,2023
T2-548911,ST-991,36,SI-13536,487693,2025
T2-548912,ST-992,21,SI-13537,487695,2027
T2-548913,ST-993,15,SI-13538,487697,2029
T2-548914,ST-994,22,SI-13539,487699,2031
T2-548915,ST-995,30,SI-13540,487701,2033
T2-548916,ST-996,16,SI-13541,487703,2035
T2-548917,ST-997,21,SI-13542,487705,2037
T2-548918,ST-998,38,SI-13543,487707,2039
T2-548919,ST-999,24,SI-13544,487709,2041
T2-548920,ST-1000,25,SI-13545,487711,2043
T2-548921,ST-1001,26,SI-13546,487713,2045
T2-548922,ST-1002,15,SI-13547,487715,2047
T2-548923,ST-1003,24,SI-13548,487717,2049
T2-548924,ST-1004,26,SI-13549,487719,2051
T2-548925,ST-1005,20,SI-13550,487721,2053
T2-548926,ST-1006,16,SI-13551,487723,2055
T2-548927,ST-1007,38,SI-13552,487725,2057
T2-548928,ST-1008,34,SI-13553,487727,2059
T2-548929,ST-1009,12,SI-13554,487729,2061
T2-548930,ST-1010,27,SI-13555,487731,2063
T2-548931,ST-1011,17,SI-13556,487733,2065
T2-548932,ST-1012,21,SI-13557,487735,2067
T2-548933,ST-1013,26,SI-13558,487737,2069
T2-548934,ST-1014,37,SI-13559,487739,2071
T2-548935,ST-1015,21,SI-13560,487741,2073
T2-548936,ST-1016,34,SI-13561,487743,2075
T2-548937,ST-1017,29,SI-13562,487745,2077
T2-548938,ST-1018,32,SI-13563,487747,2079
T2-548939,ST-1019,37,SI-13564,487749,2081
T2-548940,ST-1020,14,SI-13565,487751,2083
T2-548941,ST-1021,30,SI-13566,487753,2085
T2-548942,ST-1022,20,SI-13567,487755,2087
T2-548943,ST-1023,24,SI-13568,487757,2089
T2-548944,ST-1024,29,SI-13569,487759,2091
T2-548945,ST-1025,15,SI-13570,487761,2093
T2-548946,ST-1026,39,SI-13571,487763,2095
T2-548947,ST-1027,22,SI-13572,487765,2097
T2-548948,ST-1028,13,SI-13573,487767,2099
T2-548949,ST-1029,27,SI-13574,487769,2101
T2-548950,ST-1030,33,SI-13575,487771,2103
T2-548951,ST-1031,33,SI-13576,487773,2105
T2-548952,ST-1032,37,SI-13577,487775,2107
T2-548953,ST-1033,37,SI-13578,487777,2109
T2-548954,ST-1034,36,SI-13579,487779,2111
T2-548955,ST-1035,14,SI-13580,487781,2113
T2-548956,ST-1036,27,SI-13581,487783,2115
T2-548957,ST-1037,28,SI-13582,487785,2117
T2-548958,ST-1038,36,SI-13583,487787,2119
T2-548959,ST-1039,22,SI-13584,487789,2121
T2-548960,ST-1040,39,SI-13585,487791,2123
T2-548961,ST-1041,21,SI-13586,487793,2125
T2-548962,ST-1042,15,SI-13587,487795,2127
T2-548963,ST-1043,31,SI-13588,487797,2129
T2-548964,ST-1044,29,SI-13589,487799,2131
T2-548965,ST-1045,33,SI-13590,487801,2133
T2-548966,ST-1046,32,SI-13591,487803,2135
T2-548967,ST-1047,22,SI-13592,487805,2137
T2-548968,ST-1048,38,SI-13593,487807,2139
T2-548969,ST-1049,31,SI-13594,487809,2141
T2-548970,ST-1050,22,SI-13595,487811,2143
T2-548971,ST-1051,17,SI-13596,487813,2145
T2-548972,ST-1052,32,SI-13597,487815,2147
T2-548973,ST-1053,38,SI-13598,487817,2149
T2-548974,ST-1054,20,SI-13599,487819,2151
T2-548975,ST-1055,12,SI-13600,487821,2153
T2-548976,ST-1056,30,SI-13601,487823,2155
T2-548977,ST-1057,20,SI-13602,487825,2157
T2-548978,ST-1058,19,SI-13603,487827,2159
T2-548979,ST-1059,21,SI-13604,487829,2161
T2-548980,ST-1060,33,SI-13605,487831,2163
T2-548981,ST-1061,26,SI-13606,487833,2165
T2-548982,ST-1062,14,SI-13607,487835,2167
T2-548983,ST-1063,39,SI-13608,487837,2169
T2-548984,ST-1064,23,SI-13609,487839,2171
T2-548985,ST-1065,27,SI-13610,487841,2173
T2-548986,ST-1066,18,SI-13611,487843,2175
T2-548987,ST-1067,20,SI-13612,487845,2177
T2-548988,ST-1068,30,SI-13613,487847,2179
T2-548989,ST-1069,18,SI-13614,487849,2181
T2-548990,ST-1070,33,SI-13615,487851,2183
T2-548991,ST-1071,38,SI-13616,487853,2185
T2-548992,ST-1072,37,SI-13617,487855,2187
T2-548993,ST-1073,38,SI-13618,487857,2189
T2-548994,ST-1074,18,SI-13619,487859,2191
T2-548995,ST-1075,18,SI-13620,487861,2193
T2-548996,ST-1076,23,SI-13621,487863,2195
T2-548997,ST-1077,20,SI-13622,487865,2197
T2-548998,ST-1078,40,SI-13623,487867,2199
T2-548999,ST-1079,21,SI-13624,487869,2201
T2-549000,ST-1080,33,SI-13625,487871,2203
T2-549001,ST-1081,35,SI-13626,487873,2205
T2-549002,ST-1082,40,SI-13627,487875,2207
T2-549003,ST-1083,18,SI-13628,487877,2209
T2-549004,ST-1084,15,SI-13629,487879,2211
T2-549005,ST-1085,15,SI-13630,487881,2213
T2-549006,ST-1086,19,SI-13631,487883,2215
T2-549007,ST-1087,30,SI-13632,487885,2217
T2-549008,ST-1088,35,SI-13633,487887,2219
T2-549009,ST-1089,40,SI-13634,487889,2221
T2-549010,ST-1090,13,SI-13635,487891,2223
T2-549011,ST-1091,29,SI-13636,487893,2225
T2-549012,ST-1092,12,SI-13637,487895,2227
T2-549013,ST-1093,15,SI-13638,487897,2229
T2-549014,ST-1094,39,SI-13639,487899,2231
T2-549015,ST-1095,35,SI-13640,487901,2233
T2-549016,ST-1096,27,SI-13641,487903,2235
T2-549017,ST-1097,27,SI-13642,487905,2237
T2-549018,ST-1098,34,SI-13643,487907,2239
T2-549019,ST-1099,39,SI-13644,487909,2241
T2-549020,ST-1100,34,SI-13645,487911,2243
T2-549021,ST-1101,27,SI-13646,487913,2245
T2-549022,ST-1102,15,SI-13647,487915,2247
T2-549023,ST-1103,23,SI-13648,487917,2249
T2-549024,ST-1104,37,SI-13649,487919,2251
T2-549025,ST-1105,37,SI-13650,487921,2253
T2-549026,ST-1106,27,SI-13651,487923,2255
T2-549027,ST-1107,14,SI-13652,487925,2257
T2-549028,ST-1108,40,SI-13653,487927,2259
T2-549029,ST-1109,21,SI-13654,487929,2261
